,trend,total_volume,social_buzz
3379,hair weave,263800.0,1
3380,latex leggings,186700.0,0
3381,cigarette pants,268400.0,11
3382,skinny ties,159400.0,2
3383,slouch,225300.0,259
3384,miraclesuit,515700.0,67
3385,nameplate necklace,122600.0,7
3386,detangler,200700.0,91
3387,mesh dress,198200.0,81
3388,wrap coat,114500.0,17
3389,silk tie,178800.0,147
3390,eyebrow shaping,222000.0,6
3391,popsugar must have,155600.0,2
3392,mens waterproof jacket,168200.0,0
3393,satin blouse,220400.0,3
3394,jersey dress,318300.0,121
3395,babydoll dress,246900.0,36
3396,leather sandals,404600.0,201
3397,lingerie sets,181500.0,18
3398,dry lips,194900.0,41
3399,gorjana,165400.0,169
3400,strapless dress,334200.0,96
3401,wedding jewelry,363400.0,20
3402,mens ankle socks,166400.0,0
3403,running vest,150500.0,0
3404,cleansing oil,228600.0,80
3405,waterfall coat,220400.0,2
3406,mens mittens,71210.0,0
3407,ladylike,258900.0,211
3408,leather shoulder bag,178200.0,74
3409,belt bag,281500.0,37
3410,cashmere coat,123400.0,10
3411,body cream,201500.0,41
3412,pencil sharpeners,196600.0,11
3413,one shoulder dress,273600.0,33
3414,blue watch,149700.0,14
3415,workout shorts,265700.0,1
3416,cocktail ring,145300.0,50
3417,tablet bag,168700.0,0
3418,maternity tights,152300.0,0
3419,bell bottom jeans,255900.0,1
3420,mens loungewear,60400.0,0
3421,black shorts,386400.0,30
3422,dark green,184200.0,68
3423,cords,203100.0,128
3424,ceramic flat iron,140800.0,1
3425,satin dress,206400.0,40
3426,mens activewear,108400.0,1
3427,cold brew,270100.0,107
3428,v neck dress,204000.0,109
3429,mens down vest,72100.0,0
3430,stainless steel watch,166800.0,9
3431,24k gold,178200.0,117
3432,lotion gift set,38800.0,0
3433,face serum,210500.0,38
3434,18k gold,176800.0,385
3435,dark brown,197400.0,220
3436,patterned leggings,141600.0,2
3437,mens brogues,202900.0,1
3438,georgette,263800.0,119
3439,pullover sweater,120400.0,22
3440,denim leggings,168600.0,18
3441,nail kits,107500.0,9
3442,wrap sweater,114200.0,8
3443,skinny pants,171500.0,35
3444,slip dress,219600.0,320
3445,spandex leggings,188900.0,1
3446,peasant top,367500.0,90
3447,high waisted leggings,164900.0,8
3448,white diamond,118900.0,114
3449,kimye,161700.0,35
3450,crochet top,463700.0,124
3451,pink lipstick,227800.0,124
3452,self tanner,441500.0,103
3453,silk dress,296500.0,356
3454,cma awards,706800.0,8
3455,side swept bangs,236800.0,10
3456,free delivery,185800.0,215
3457,jake and the never land pirates,116800.0,0
3458,capri leggings,709900.0,25
3459,13 inch laptop sleeve,226300.0,0
3460,denim vest,456300.0,47
3461,nursing top,250700.0,8
3462,fur stole,177300.0,7
3463,3.1 phillip lim,316100.0,64
3464,dark lipstick,156200.0,28
3465,silk blouse,284500.0,114
3466,denim skirts,381700.0,39
3467,grape seed oil,293200.0,3
3468,western shirt,277200.0,39
3469,tonys,272300.0,3
3470,cheilitis,263800.0,0
3471,thong underwear,236800.0,1
3472,luxury bedding,274400.0,3
3473,plus size panties,220400.0,2
3474,ombre lips,199800.0,13
3475,lace underwear,216300.0,3
3476,mohair sweater,279600.0,7
3477,white eyeliner,260000.0,21
3478,canvas bags,346100.0,5
3479,blush palette,225300.0,103
3480,mens cashmere scarf,63600.0,0
3481,high waisted pants,273600.0,25
3482,mud mask,204700.0,20
3483,hair mousse,240900.0,6
3484,sequin shorts,163600.0,8
3485,thermal leggings,146600.0,0
3486,large suitcase,307400.0,5
3487,ring set,172300.0,121
3488,pilot watch,268700.0,6
3489,engineer boots,224400.0,2
3490,diamond watch,203100.0,10
3491,mens backpacks,234500.0,1
3492,personalized books,109200.0,6
3493,tapered jeans,189700.0,13
3494,leather ankle boots,182700.0,20
3495,black lace,345900.0,276
3496,full slip,311200.0,5
3497,face contouring,245000.0,10
3498,mens khaki pants,192000.0,0
3499,chain wallet,216300.0,7
3500,floral dresses,566800.0,97
3501,scalp treatment,314800.0,9
3502,bifocals,241700.0,3
3503,checkbook wallet,185000.0,3
3504,evening shoes,306300.0,6
3505,hooded jacket,194600.0,42
3506,nylon panties,294300.0,0
3507,embellished dress,185900.0,66
3508,eye makeup remover,268700.0,32
3509,waterproof mascara,324600.0,84
3510,titanium watch,240900.0,1
3511,diver watch,273600.0,3
3512,faux leather pants,165500.0,3
3513,taffeta,279600.0,73
3514,plaid pants,154000.0,7
3515,hamsa necklace,228600.0,8
3516,eyebrow powder,245000.0,3
3517,kimono cardigan,454500.0,25
3518,suede booties,174300.0,33
3519,lace up flats,216600.0,126
3520,cropped sweater,149300.0,34
3521,toe ring,457600.0,7
3522,eyebrow makeup,245000.0,10
3523,clubmaster sunglasses,392400.0,10
3524,flare jeans,364800.0,110
3525,powder foundation,229400.0,35
3526,navy dress,424700.0,61
3527,2 piece dress,278500.0,0
3528,linen pants,717300.0,53
3529,peep toe booties,337200.0,46
3530,ankle strap heels,344300.0,19
3531,boyfriend cardigan,209100.0,1
3532,nail polish gift set,58800.0,0
3533,running leggings,232600.0,5
3534,knit scarf,109100.0,9
3535,liquid foundation,193800.0,114
3536,bell bottoms,278000.0,41
3537,gladiator heels,424900.0,6
3538,pastel pink,215200.0,165
3539,mens oxford shoes,209600.0,0
3540,plus size pants,344200.0,8
3541,shearling jacket,154000.0,14
3542,mother of the bride dress,529700.0,36
3543,light pink,229400.0,159
3544,champagne flute,135400.0,1
3545,belly ring,278500.0,0
3546,canvas tote,254800.0,57
3547,petite coats,126900.0,0
3548,mens leggings,182900.0,0
3549,eye lashes,245800.0,18
3550,cotton panties,268700.0,0
3551,velvet jacket,141600.0,16
3552,sport leggings,266700.0,2
3553,thinning hair,285600.0,36
3554,wilt,293200.0,40
3555,heeled boots,197700.0,17
3556,wide leg pants,353500.0,154
3557,paddle brush,217900.0,31
3558,scrunchie,291600.0,18
3559,white gold bracelet,131100.0,4
3560,leather pouch,207400.0,23
3561,evil eye necklace,213000.0,11
3562,hi tops,229400.0,8
3563,dip dye,328100.0,48
3564,best foundation for dry skin,203100.0,3
3565,flannel pants,88600.0,0
3566,jean shorts,564400.0,79
3567,nightie,219500.0,31
3568,cleansing brush,172300.0,20
3569,compression leggings,223600.0,6
3570,mansur gavriel bucket bag,291900.0,14
3571,bermuda shorts,771400.0,29
3572,fever blisters,258900.0,0
3573,black top,235400.0,101
3574,crimped hair,217100.0,9
3575,double breasted suit,268700.0,27
3576,white watch,237600.0,6
3577,bandage dresses,294300.0,7
3578,mens digital watch,169600.0,0
3579,lace up booties,164100.0,15
3580,western shirts,199000.0,7
3581,maternity underwear,283400.0,0
3582,velvet blazer,123100.0,9
3583,quilted,163500.0,414
3584,moire,299200.0,69
3585,best shampoo,273600.0,62
3586,ikat,353500.0,121
3587,track jackets,163900.0,1
3588,tweed blazer,177100.0,16
3589,petites,725700.0,995
3590,full coverage foundation,218700.0,17
3591,mens compression pants,140200.0,0
3592,face powder,355300.0,95
3593,hair bow,296500.0,18
3594,anti-wrinkle cream,325700.0,0
3595,netting,501300.0,34
3596,white bedding,405700.0,16
3597,chunky heels,380300.0,30
3598,field jacket,282600.0,73
3599,thermal pants,150000.0,0
3600,cummerbund,383300.0,5
3601,wedge heels,442900.0,12
3602,utility jacket,210500.0,55
3603,satin robe,293000.0,9
3604,setting powder,217000.0,79
3605,halter dress,479400.0,127
3606,jetset,371500.0,119
3607,plus size maternity,374300.0,0
3608,makeup setting spray,304400.0,17
3609,sweater leggings,85950.0,4
3610,mens polo,220600.0,0
3611,seersucker,660300.0,174
3612,dockers pants,274400.0,1
3613,cross ring,203900.0,16
3614,reversible,311200.0,565
3615,mens thermal shirts,86560.0,0
3616,lip tint,268700.0,78
3617,mens wool coat,120400.0,0
3618,mens denim shirt,201400.0,0
3619,last chance,274700.0,996
3620,petite sweaters,105600.0,0
3621,skim milk,378900.0,31
3622,nieten,433900.0,18
3623,round glasses,274200.0,11
3624,cuff earrings,244400.0,5
3625,cat eye sunglasses,521300.0,89
3626,mens crew socks,142500.0,0
3627,capri pants,607700.0,27
3628,round brush,252600.0,24
3629,mens thermal,101080.0,0
3630,otk,352100.0,31
3631,mens basketball shorts,192300.0,0
3632,crystal earrings,247700.0,31
3633,leather biker jacket,223000.0,49
3634,sweet potato chips,607600.0,29
3635,faux fur scarf,106800.0,0
3636,party shoes,623600.0,17
3637,eyeshadow primer,284500.0,27
3638,womens skinny jeans,187600.0,5
3639,tinted moisturizer,340100.0,91
3640,head scarf,334100.0,14
3641,waist belt,317200.0,26
3642,bafta,581000.0,66
3643,cotton gloves,308500.0,4
3644,petite pants,330400.0,2
3645,sequin blazer,94600.0,7
3646,woven,371500.0,1503
3647,mens denim jacket,260500.0,2
3648,mineral makeup,317200.0,34
3649,iced coffee,439500.0,170
3650,korean cosmetics,266800.0,5
3651,cashmere gloves,82960.0,10
3652,bike shorts,779200.0,7
3653,mens running shorts,363400.0,0
3654,gold bangle,210700.0,45
3655,exfoliator,310100.0,93
3656,undershirt,316700.0,17
3657,two piece dress,389100.0,63
3658,hanukkah gifts,66740.0,0
3659,gel manicure,284500.0,44
3660,leather crossbody bag,238700.0,27
3661,chiffon dress,666600.0,178
3662,petite wedding dresses,3493100.0,0
3663,nude nail polish,266500.0,17
3664,clutch wallet,195100.0,4
3665,crewneck,231800.0,276
3666,thong panties,227200.0,0
3667,satchel bag,268400.0,30
3668,driving shoes,329200.0,12
3669,maternity coat,251900.0,2
3670,wool jacket,172900.0,39
3671,korean beauty,199600.0,197
3672,matte eyeshadow palette,215600.0,6
3673,makeup sponges,259400.0,50
3674,feather earrings,264900.0,14
3675,plus size party dresses,250400.0,0
3676,deep conditioner,316100.0,33
3677,american music awards,582200.0,24
3678,loden,265600.0,1
3679,wool gloves,130500.0,1
3680,wrinkles,340100.0,703
3681,rebel yell,341500.0,5
3682,shearling boots,145100.0,0
3683,womens laptop bag,203100.0,0
3684,collar necklace,313700.0,72
3685,layered necklace,230500.0,81
3686,evening bags,451900.0,6
3687,mens lingerie,256700.0,0
3688,perfume gift set,108500.0,0
3689,bridal lingerie,513700.0,39
3690,platinum ring,264900.0,23
3691,thong bikini,441500.0,8
3692,mens trousers,311200.0,2
3693,cnn heroes,129400.0,0
3694,organic makeup,291600.0,16
3695,stainless steel bracelet,227200.0,1
3696,chenille bedspreads,459700.0,0
3697,neopren,506700.0,251
3698,mens tie,205800.0,0
3699,hydration,430700.0,547
3700,cape dress,244600.0,37
3701,floppy hat,545800.0,70
3702,gypsy warrior,381700.0,38
3703,mens diamond rings,228000.0,0
3704,black maxi dress,603100.0,19
3705,wax strips,380300.0,8
3706,tunic top,298200.0,38
3707,bedhead,279600.0,100
3708,off the shoulder sweater,142500.0,5
3709,hair tattoo,242100.0,20
3710,purple lipstick,288900.0,21
3711,twill,378900.0,450
3712,chain necklace,270600.0,98
3713,brows,248900.0,1474
3714,silver watch,226600.0,13
3715,mens bag,290500.0,3
3716,cat eye glasses,311800.0,1
3717,hair combs,372900.0,4
3718,suede jacket,249300.0,236
3719,contour stick,179400.0,18
3720,canvas messenger bag,334100.0,0
3721,polka dot dress,537700.0,39
3722,wrap bracelet,246000.0,96
3723,saddle bag,368000.0,168
3724,activated carbon,364100.0,3
3725,ponte pants,231600.0,9
3726,wool hat,181600.0,21
3727,hooded scarf,129500.0,0
3728,mens fleece pants,105800.0,0
3729,foot cream,357900.0,7
3730,bangle bracelet,207400.0,71
3731,eyebrow gel,335500.0,2
3732,brights,175900.0,1357
3733,face scrub,341500.0,34
3734,platform sandals,911500.0,167
3735,quilted vest,168300.0,8
3736,turtleneck dress,227200.0,13
3737,underwear for men,324600.0,17
3738,crewneck sweatshirt,218500.0,21
3739,drawstring backpack,599600.0,8
3740,straight hair,318600.0,94
3741,best gifts,112800.0,39
3742,motorcycle jackets,432300.0,2
3743,ballet slippers,323300.0,15
3744,silver dress,322800.0,15
3745,sock bun,353500.0,3
3746,petite jeans,236200.0,32
3747,button down shirt,323300.0,123
3748,chambray,650500.0,881
3749,maternity pajamas,218100.0,0
3750,wool scarf,163300.0,16
3751,embroidered,417500.0,1990
3752,winter leggings,224900.0,0
3753,platform sneakers,519500.0,43
3754,mens boat shoes,452300.0,0
3755,dree hemingway,306400.0,40
3756,split ends,353500.0,85
3757,nail colors,209100.0,113
3758,backless dress,465100.0,41
3759,hair serum,335500.0,15
3760,womens sweatshirt,155200.0,0
3761,chapped lips,294100.0,48
3762,leather vest,506000.0,40
3763,white leggings,479400.0,3
3764,petite tops,344600.0,2
3765,daisy dukes,514100.0,43
3766,rosemary oil,415900.0,19
3767,gingham,550500.0,541
3768,denim shorts,795000.0,420
3769,mens sexy underwear,341500.0,0
3770,foundation makeup,348900.0,54
3771,yellow dress,1168000.0,95
3772,saddle shoes,494300.0,6
3773,duster coat,421900.0,26
3774,slip ons,822000.0,152
3775,pink diamond,345900.0,52
3776,herbal life,537500.0,0
3777,hair treatment,438100.0,159
3778,macbook air 13 sleeve,486700.0,0
3779,chandelier earrings,347500.0,33
3780,mens gold watch,278300.0,0
3781,maternity swimwear,767800.0,4
3782,gauchos,472500.0,58
3783,sexy leggings,320800.0,2
3784,mens tracksuits,236400.0,0
3785,savings,415900.0,2642
3786,bralet,483100.0,96
3787,hair highlights,341500.0,16
3788,evil eye bracelet,366900.0,5
3789,faux leather leggings,261700.0,6
3790,guest book,606000.0,65
3791,slip on sneakers,550500.0,102
3792,mens henley,156300.0,0
3793,floral dress,759500.0,684
3794,quartz watch,308800.0,5
3795,frizzy hair,347500.0,109
3796,hair comb,380300.0,26
3797,shimmer,380300.0,963
3798,slim fit jeans,274200.0,21
3799,amas,680900.0,24
3800,cuticle oil,353500.0,11
3801,trucker cap,606000.0,3
3802,card case,297900.0,30
3803,lace panties,307700.0,8
3804,chronograph watch,302800.0,25
3805,fashion week,703500.0,3402
3806,macbook pro 13 sleeve,424500.0,0
3807,straw hat,850000.0,142
3808,white jumpsuit,645000.0,35
3809,oxford shirt,387700.0,64
3810,chino pants,363400.0,12
3811,leather coat,250400.0,28
3812,layered hair,299000.0,2
3813,sweater coat,229800.0,17
3814,off the shoulder dress,347300.0,315
3815,body oil,300100.0,125
3816,cashmere cardigan,262400.0,14
3817,teff,426500.0,2
3818,rain pants,400800.0,1
3819,white maxi dress,822000.0,26
3820,sheath dress,548500.0,165
3821,zip hoodie,270100.0,58
3822,jelly shoes,826600.0,4
3823,skincare,430700.0,4284
3824,mens overcoat,186800.0,0
3825,white out,479700.0,122
3826,wool sweater,214800.0,17
3827,readers,378900.0,1063
3828,makeup gift set,116500.0,0
3829,night cream,363900.0,69
3830,sensitive skin,220800.0,270
3831,blue suit,387700.0,76
3832,best concealer,323500.0,46
3833,fringe purse,295200.0,6
3834,whiteheads,432300.0,18
3835,mens turtleneck,132800.0,0
3836,cat eye,417500.0,456
3837,petite wool coats,741500.0,0
3838,mens gold rings,262700.0,0
3839,birthday gift,410100.0,71
3840,puffer coat,181200.0,3
3841,fringe dress,353600.0,91
3842,pinstripes,393700.0,168
3843,zits,438100.0,45
3844,best foundation for oily skin,348900.0,11
3845,stainless steel earrings,319700.0,0
3846,dry skin,451900.0,349
3847,ear jacket,258600.0,39
3848,sporty,439700.0,993
3849,leverback earrings,302300.0,7
3850,undershirts,353000.0,18
3851,hyperpigmentation,557500.0,35
3852,chelsea boot,354800.0,52
3853,distressed jeans,466700.0,214
3854,soy milk,610500.0,20
3855,tagsforlikes,483100.0,356
3856,printed leggings,399700.0,39
3857,mens fleece jacket,197400.0,0
3858,wearables,476100.0,507
3859,mens rain boots,261200.0,0
3860,triangle bikini,1874000.0,78
3861,mens suit,414700.0,4
3862,v neck sweater,229000.0,18
3863,leather tote,424900.0,104
3864,fringe booties,327200.0,16
3865,penny loafers,510100.0,44
3866,charm necklace,236400.0,71
3867,skimboard,708100.0,2
3868,panama hat,729000.0,106
3869,bib necklace,441300.0,39
3870,mens briefcase,290600.0,0
3871,dior so real,682600.0,24
3872,teeth whitening strips,649500.0,4
3873,voile,654500.0,120
3874,tassel necklace,316200.0,58
3875,teeth whitening gel,721900.0,1
3876,graphic tee,420700.0,163
3877,gel eyeliner,410100.0,76
3878,mini backpack,499100.0,45
3879,chambray shirt,539100.0,163
3880,one piece dress,417500.0,1
3881,mens down jacket,216300.0,0
3882,face primer,383300.0,45
3883,intel edison,626500.0,0
3884,strobing,504300.0,207
3885,baby bags,657000.0,9
3886,sexy bra,457700.0,4
3887,lip injections,381900.0,49
3888,clutch bags,588500.0,17
3889,skort,1199000.0,67
3890,round sunglasses,613000.0,125
3891,white lace dress,825500.0,74
3892,pullover hoodie,278400.0,25
3893,zebra print,435500.0,17
3894,plaid dress,290600.0,45
3895,mens skinny jeans,301500.0,0
3896,aviators,561500.0,310
3897,fallon,521500.0,930
3898,wedding gown,577500.0,384
3899,hotpants,753000.0,10
3900,chocolate diamond,133600.0,12
3901,faux fur jacket,207700.0,15
3902,14k gold,321100.0,428
3903,petite pajamas,108100.0,0
3904,mens waterproof boots,227200.0,0
3905,sun hat,1215000.0,75
3906,black lipstick,544800.0,45
3907,preppy,566500.0,361
3908,yoga leggings,401100.0,21
3909,oversized sweater,319600.0,40
3910,cowl neck sweater,195400.0,0
3911,beaglebone black,571000.0,0
3912,mens cargo shorts,810600.0,0
3913,kamut,722000.0,4
3914,maternity bra,472500.0,2
3915,sweet almond oil,465100.0,13
3916,whole milk,399700.0,28
3917,eyebrow brush,404300.0,5
3918,ponte,559500.0,136
3919,chevron bedding,453500.0,1
3920,casual pants,695000.0,22
3921,workout leggings,328200.0,31
3922,yellow diamond,408600.0,56
3923,hobo bag,474100.0,48
3924,white gold ring,299000.0,18
3925,alcatel onetouch,474100.0,2
3926,normcore,680500.0,46
3927,sebum,490500.0,40
3928,black suit,519500.0,45
3929,hair crimper,292500.0,6
3930,swim shorts,1025500.0,58
3931,silk robe,335000.0,14
3932,olive green,353300.0,118
3933,barrettes,396700.0,103
3934,mens golf shoes,613700.0,0
3935,wayfarer sunglasses,840500.0,9
3936,mid calf boots,275300.0,0
3937,lace bra,410100.0,107
3938,lapel pin,384700.0,34
3939,fur jacket,258500.0,37
3940,eye treatments,470300.0,36
3941,red lace dress,340600.0,12
3942,rollerball,442900.0,43
3943,tees,705500.0,2232
3944,slouch boots,255800.0,2
3945,bowling bag,373800.0,7
3946,denim shirts,422100.0,16
3947,mens cardigans,258500.0,0
3948,fur scarf,185800.0,1
3949,mens slip on shoes,328700.0,0
3950,short shorts,697500.0,112
3951,platform boots,581200.0,5
3952,a-line skirt,550500.0,0
3953,jacquard,599500.0,456
3954,makeup brush sets,272100.0,1
3955,briefs underwear,812000.0,2
3956,a-line dress,568500.0,0
3957,workout pants,430200.0,10
3958,arm warmers,298800.0,3
3959,purple dress,911000.0,24
3960,long coat,350100.0,40
3961,boardshorts,948000.0,202
3962,boxers underwear,614600.0,3
3963,lcm,741500.0,85
3964,how to apply eyeliner,519500.0,8
3965,leather satchel,438900.0,39
3966,army jacket,401600.0,35
3967,ruby earrings,313300.0,10
3968,satin panties,632500.0,0
3969,pink dress,950000.0,218
3970,anti-aging,695500.0,182
3971,bucket bag,646000.0,295
3972,natural makeup,492500.0,199
3973,espadrille,979000.0,959
3974,nail polish remover,590500.0,19
3975,makeup palettes,401000.0,35
3976,new years dress,80940.0,0
3977,army boots,543100.0,1
3978,leather watch,401900.0,36
3979,fabfitfun,378000.0,120
3980,mens moccasins,286000.0,0
3981,evening gown,730500.0,108
3982,mens messenger bag,406300.0,0
3983,mens athletic shoes,414300.0,0
3984,17 inch laptop bag,397100.0,0
3985,down vest,271800.0,11
3986,kabuki brush,528100.0,29
3987,sky blue,643500.0,150
3988,white t shirt,659000.0,86
3989,bridesmaid dress,790000.0,233
3990,mens wool socks,147000.0,0
3991,bomber jackets,285100.0,194
3992,knit hat,219900.0,9
3993,cambridge satchel,539500.0,6
3994,moto jacket,388500.0,237
3995,wedge shoes,944500.0,10
3996,mechanical watch,530500.0,10
3997,wedge sandals,1867000.0,131
3998,fair isle sweater,193100.0,4
3999,ombre nails,541500.0,11
4000,mens leather bracelets,329400.0,0
4001,shearling coat,307600.0,10
4002,sesame oil,643500.0,47
4003,asymmetrical,533200.0,272
4004,trifold wallet,301600.0,1
4005,business card case,507100.0,0
4006,stainless steel necklace,380600.0,0
4007,black pants,522200.0,57
4008,high waisted shorts,1544000.0,96
4009,bar necklace,289300.0,68
4010,threading,579500.0,33
4011,black sweater,297300.0,37
4012,ruffles,573000.0,1479
4013,phillip lim,621500.0,82
4014,canvas bag,654500.0,56
4015,pleated skirt,651500.0,175
4016,holiday dress,170500.0,19
4017,ladies underwear,548500.0,0
4018,moccasin boots,360400.0,3
4019,mens basketball shoes,412800.0,0
4020,brazilian bikini,995500.0,13
4021,mens bomber jacket,305100.0,0
4022,memebox,501300.0,14
4023,kitten heels,681500.0,18
4024,avocado oil,793000.0,26
4025,cubic zirconia earrings,655900.0,7
4026,ruby necklace,313300.0,9
4027,casual dress,646000.0,93
4028,turquoise earrings,429900.0,20
4029,mens flip flops,731000.0,0
4030,rashguard,973500.0,136
4031,top knot,595000.0,195
4032,vma,1881000.0,19
4033,smoking jacket,373600.0,7
4034,underwear men,559500.0,5
4035,hair wax,546500.0,4
4036,bath gift set,148300.0,4
4037,platform heels,635000.0,74
4038,red lipstick,535000.0,286
4039,plaid skirt,571300.0,17
4040,plus size dress,1123500.0,125
4041,mens corduroy pants,195300.0,0
4042,face masks,430100.0,163
4043,cuff bracelet,356900.0,117
4044,leather dress,501500.0,54
4045,mfw,773500.0,707
4046,long skirt,659500.0,74
4047,mens trench coat,414400.0,0
4048,cover up,973500.0,644
4049,mens long sleeve t shirts,303400.0,0
4050,hair oil,568500.0,85
4051,mens sweatshirt,179500.0,3
4052,plus size jeans,573400.0,25
4053,pearl bracelet,483500.0,30
4054,high waisted bikini,1983000.0,33
4055,mens hiking boots,444100.0,0
4056,best mascara,548500.0,95
4057,white jeans,820500.0,401
4058,tyvek,800500.0,3
4059,maternity leggings,441200.0,22
4060,brocade,679000.0,85
4061,ball gown,694000.0,202
4062,fit and flare dress,883000.0,103
4063,lace top,697500.0,398
4064,dark blue,637500.0,129
4065,tweed jacket,585200.0,44
4066,flower crown,988000.0,356
4067,eyebrow pencil,733000.0,38
4068,bandeau,1165000.0,309
4069,quilted jacket,476200.0,50
4070,maternity jeans,681500.0,95
4071,bangle,591000.0,921
4072,navajo,779500.0,53
4073,best foundation,562000.0,116
4074,academy awards,1824000.0,80
4075,nursing shoes,806500.0,0
4076,mom jeans,851000.0,99
4077,leave in conditioner,847000.0,105
4078,black skirt,647000.0,79
4079,mens parka,346300.0,0
4080,organza,760000.0,221
4081,wavy hair,711500.0,106
4082,photoshoot,746500.0,1292
4083,white gold necklace,335000.0,3
4084,peplum dress,790000.0,29
4085,dopp kit,344800.0,42
4086,halter top,901000.0,186
4087,polka dots,681500.0,246
4088,contouring kit,527600.0,11
4089,slacks,773500.0,156
4090,contouring makeup,548700.0,36
4091,mens undershirts,331800.0,0
4092,kate spade handbags,613000.0,0
4093,shoelaces,711000.0,32
4094,brush set,421800.0,63
4095,optical,706000.0,456
4096,bootcut jeans,581100.0,7
4097,silver jeans,686500.0,16
4098,swim trunks,901000.0,49
4099,tunic sweater,237300.0,7
4100,thatcher,662000.0,27
4101,hobo bags,838000.0,3
4102,hair gel,646000.0,16
4103,potato chips,692500.0,87
4104,mens tennis shoes,456000.0,0
4105,beutel,820000.0,7
4106,hand lotion,405500.0,15
4107,concealer palette,591000.0,13
4108,bowler hat,689500.0,2
4109,back to school,3476000.0,123
4110,damask,733000.0,66
4111,drop earrings,439800.0,236
4112,peplum top,733000.0,107
4113,mules,853000.0,344
4114,cobalt blue,823000.0,121
4115,burgundy dress,480700.0,8
4116,light therapy,457900.0,36
4117,tom ford lipstick,379200.0,9
4118,boy shorts,735500.0,5
4119,sheepskin,542000.0,93
4120,tuxedo shirt,633000.0,7
4121,lip scrub,417200.0,43
4122,khakis,719500.0,521
4123,calvin klein shoes,733000.0,1
4124,mens blazer,445600.0,0
4125,work shoes,896500.0,5
4126,man bag,619500.0,12
4127,dried fruit,533000.0,20
4128,lip stain,624000.0,80
4129,cosmetic bags,517000.0,7
4130,ankle booties,438800.0,43
4131,luggage tag,626000.0,16
4132,sterling silver ring,532100.0,19
4133,gift certificates,231600.0,61
4134,bridal,1001500.0,6377
4135,silver jewelry,422800.0,47
4136,body chain,886000.0,70
4137,drawstring bag,765500.0,10
4138,cheetah print,558600.0,23
4139,mini dress,746500.0,549
4140,hair spray,830500.0,67
4141,cosmetic case,352700.0,22
4142,body jewelry,814000.0,11
4143,high waist jeans,697500.0,13
4144,black jumpsuit,695000.0,70
4145,metallic,597500.0,2365
4146,makeup remover,602000.0,143
4147,long cardigan,591500.0,44
4148,messy bun,646000.0,120
4149,konjac sponge,656500.0,26
4150,herringbone,640000.0,226
4151,sequins,591000.0,789
4152,mens fleece,299400.0,15
4153,hair mask,624000.0,67
4154,plus size shorts,2088000.0,11
4155,high top sneakers,513200.0,68
4156,mens pajama sets,222000.0,0
4157,glitter eyeshadow,300600.0,10
4158,mens cardigan,357300.0,0
4159,track pants,577500.0,59
4160,formal dress,985000.0,42
4161,turtleneck sweater,332500.0,40
4162,victorias secret fashion show,145700.0,19
4163,slg,1121000.0,11
4164,windsurf,1667500.0,3
4165,french manicure,896500.0,59
4166,crystal necklace,621000.0,51
4167,mens wedding rings,806500.0,0
4168,bodyboard,1195000.0,0
4169,midi skirt,1076500.0,386
4170,long underwear,385700.0,1
4171,shower cap,820000.0,13
4172,denim skirt,1135000.0,288
4173,pendant necklace,450300.0,219
4174,mens coat,405400.0,0
4175,gauze,711500.0,105
4176,sunburn,1008000.0,109
4177,highlighters,1245000.0,824
4178,eyelash curler,736000.0,26
4179,mens pea coat,350800.0,0
4180,jean jacket,971500.0,106
4181,womens panties,574000.0,0
4182,womens sweater,319600.0,0
4183,blue dress,1449500.0,237
4184,ballet flats,1162500.0,174
4185,black watch,603000.0,54
4186,body spray,526100.0,18
4187,mens leather gloves,292400.0,0
4188,fleece pants,372600.0,5
4189,clutches,2240500.0,265
4190,verbena,1322000.0,63
4191,black jeans,700500.0,160
4192,canvas backpack,1051500.0,8
4193,sexy panties,749500.0,3
4194,sliders,995500.0,277
4195,animal print,1151500.0,154
4196,chiffon,1315500.0,717
4197,backless bra,1073500.0,14
4198,sequin leggings,189600.0,1
4199,acne scars,722500.0,50
4200,mens robe,286800.0,0
4201,black beauty,932500.0,58
4202,ball gowns,1008500.0,26
4203,compact mirror,515800.0,10
4204,lace up boots,618500.0,48
4205,silver ring,711500.0,51
4206,bowtie,763000.0,320
4207,mens loafers,725000.0,1
4208,spelt,1015000.0,25
4209,board shorts,1502500.0,59
4210,lip liner,796000.0,170
4211,diamond bracelet,547000.0,94
4212,madras,995500.0,75
4213,denim dress,1480500.0,244
4214,biker boots,823000.0,7
4215,fearne cotton,1220000.0,11
4216,tubular,606600.0,346
4217,balayage hair,792500.0,38
4218,fur boots,415500.0,2
4219,body butter,562500.0,74
4220,rose gold bracelet,444300.0,12
4221,gel polish,979000.0,121
4222,pimple,776500.0,304
4223,checks,1132000.0,253
4224,body scrub,709000.0,116
4225,varsity jacket,702000.0,49
4226,banana pi,1048500.0,0
4227,dress shirt,809500.0,204
4228,rose gold necklace,471200.0,9
4229,high tops,853000.0,61
4230,culottes,1460000.0,492
4231,hair loss,1157000.0,124
4232,gladiator sandals,3382000.0,327
4233,white gold earrings,427400.0,6
4234,pearl ring,530600.0,44
4235,wrap dress,1290500.0,273
4236,liquid eyeliner,678500.0,147
4237,hot pink,529000.0,272
4238,mens thermal underwear,296600.0,0
4239,almond butter,1400500.0,136
4240,chenille,875500.0,30
